"HGNC.symbol","MGI.symbol"
"PRAMEF33","AA792892"
"PRAMEF33","Pramel41"
"PRAMEF33","Pramel42"
"PRAMEF33","Pramel43"
"PRAMEF33","Pramel44"
"PRAMEF33","Gm6205"
"PRAMEF33","Gm3183"
"PRAMEF33","Gm6367"
"PRAMEF33","Pramel45"
"PRAMEF33","Gm16513"
"PRAMEF33","Pramel46"
"PRAMEF33","Pramel47"
"PRAMEF33","Pramel48"
"PRAMEF33","Gm3286"
"PRAMEF33","Pramel49"
"PRAMEF33","Pramel50"
"PRAMEF33","Gm7982"
"PRAMEF33","E330014E10Rik"
"PRAMEF33","Pramel7"
"PRAMEF33","Pramel6"
"MOBP","Mobp"
"TSG101","Tsg101"
"HIPK3","Hipk3"
"TAGLN2","Tagln2"
"CELSR3","Celsr3"
"FMN2","Fmn2"
"MNT","Mnt"
"FBXO3","Fbxo3"
"HOXB8","Hoxb8"
"TMEM120A","Tmem120a"
"NSUN5","Nsun5"
"NUP214","Nup214"
"WFIKKN2","Wfikkn2"
"AP1B1","Ap1b1"
"TSC22D4","Tsc22d4"
"TMC2","Tmc2"
"TRMO","Trmo"
"C17orf114","Gm40193"
"RNU2-7P","Gm22850"
"TDG","Tdg"
"HCFC2","Hcfc2"
"NPBWR1","Npbwr1"
"FOLR1","Folr1"
"SPDYE2B","Spdye4b"
"SPDYE2B","Spdye4a"
"FZD9","Fzd9"
"DDX54","Ddx54"
"PLOD3","Plod3"
"SPNS3","Spns3"
"RBBP9","Rbbp9"
"C2orf49","AI597479"
"TADA2A","Tada2a"
"SLC22A14","Slc22a14"
"YKT6","Ykt6"
"OR9G4","Olfr1006"
"OR9G4","Olfr1015"
"SLC26A7","Slc26a7"
"SPDYE4","Spdye4b"
"SPDYE4","Spdye4a"
"CHML","Chml"
"ERN1","Ern1"
"OR5M10","Olfr1022"
"OR5M10","Olfr1023"
"SLC25A51","Slc25a51"
"DEPDC7","Depdc7"
"KCNJ3","Kcnj3"
"EHF","Ehf"
"BTBD17","Btbd17"
"XYLB","Xylb"
"ALX4","Alx4"
"TMEM169","Tmem169"
"PDK4","Pdk4"
"HASPIN","Haspin"
"SLC7A10","Slc7a10"
"RNU4-25P","Gm22956"
"ARHGAP11B","Arhgap11a"
"CCL4L2","Ccl4"
"RO60","Ro60"
"CAMTA2","Camta2"
"PEPD","Pepd"
"CDH22","Cdh22"
"GOLGA6C","Golga2"
"CASS4","Cass4"
"NGFR","Ngfr"
"CDC25B","Cdc25b"
"ZAN","Zan"
"RNU6-696P","Gm25609"
"RAB6A","Rab6a"
"ANKS4B","Anks4b"
"KIF19","Kif19a"
"FBXW5","Fbxw5"
"ALDH1A2","Aldh1a2"
"CYSRT1","Cysrt1"
"CXCR1","Cxcr1"
"RNU6-1150P","Gm25163"
"STOML2","Stoml2"
"TAC4","Tac4"
"CALB1","Calb1"
"OR8H1","Olfr1096"
"OR8H1","Olfr1097"
"OR8H1","Olfr1098"
"OR8H1","Olfr1099"
"OR8H1","Olfr1100"
"TRAF2","Traf2"
"ZCCHC2","Zcchc2"
"SLC8B1","Slc8b1"
"SMARCD2","Smarcd2"
"CEND1","Cend1"
"ZCWPW1","Zcwpw1"
"SDR42E2","Gm5737"
"ACKR2","Ackr2"
"TTLL4","Ttll4"
"C17orf67","Gm525"
"FSCN1","Fscn1"
"ZBTB47","Zfp651"
"ARHGAP11A","Arhgap11a"
"PDILT","Pdilt"
"CPXM1","Cpxm1"
"DUT","Dut"
"AP2A2","Ap2a2"
"ADAM10","Adam10"
"FBXW2","Fbxw2"
"ACSS1","Acss1"
"DRD4","Drd4"
"FAXDC2","Gm12248"
"ZNF35","Zfp105"
"ZNF445","Zfp445"
"WT1","Wt1"
"PEX19","Pex19"
"GNA12","Gna12"
"LRP1B","Lrp1b"
"TRPM7","Trpm7"
"MREG","Mreg"
"HPS5","Hps5"
"ACBD5","Acbd5"
"DNAJC5G","Dnajc5g"
"KRTAP9-2","Gm45618"
"KRTAP9-2","Krtap5-2"
"KRTAP9-2","Gm40460"
"KRTAP9-2","Gm4559"
"TMEM116","Tmem116"
"GTF2IRD2","Gtf2ird2"
"GPR21","Gpr21"
"PRAMEF14","Pramel33"
"PRAMEF14","Pramel34"
"PRAMEF14","Pramel35"
"PRAMEF14","Pramel36"
"PRAMEF14","Pramel37"
"PRAMEF14","Gm6351"
"PRAMEF14","Pramel38"
"PRAMEF14","Pramel39"
"PRAMEF14","Pramel40"
"PRAMEF14","AA792892"
"PRAMEF14","Pramel41"
"PRAMEF14","Pramel42"
"PRAMEF14","Pramel43"
"PRAMEF14","Pramel44"
"PRAMEF14","Gm6205"
"PRAMEF14","Gm3183"
"PRAMEF14","Gm6367"
"PRAMEF14","Pramel45"
"PRAMEF14","Gm16513"
"PRAMEF14","Pramel46"
"PRAMEF14","Pramel47"
"PRAMEF14","Pramel48"
"PRAMEF14","Gm3286"
"PRAMEF14","Pramel49"
"PRAMEF14","Pramel50"
"PRAMEF14","Gm7982"
"PRAMEF14","E330014E10Rik"
"PRAMEF14","Pramel7"
"PRAMEF14","Pramel6"
"IL1A","Il1a"
"EHBP1","Ehbp1"
"SUPT7L","Supt7l"
"DNAJB5","Dnajb5"
"GNGT2","Gngt2"
"TMX2","Tmx2"
"TMEM95","Tmem95"
"OR1N1","Olfr351"
"OR1N1","Olfr353"
"ANXA6","Anxa6"
"MNDA","Mndal"
"MNDA","Ifi211"
"MNDA","Ifi205"
"OR2I1P","Olfr94"
"ALKBH4","Alkbh4"
"ZBTB5","Zbtb5"
"PNKD","Pnkd"
"CTNND1","Ctnnd1"
"CTNND1","Gm28635"
"SNX11","Snx11"
"NME1","Nme1"
"OR5M8","Olfr1031"
"NOL6","Nol6"
"DZANK1","Dzank1"
"SBSN","Sbsn"
"ZNF345","Zfp11"
"IL1RL1","Il1rl1"
"XIRP1","Xirp1"
"UBE2C","Ube2c"
"ZDHHC3","Zdhhc3"
"DECR1","Decr1"
"WDR54","Wdr54"
"FLRT3","Flrt3"
"PRDM13","Prdm13"
"GOLGA8B","Golga2"
"SERPINB4","Serpinb3a"
"SERPINB4","Serpinb3d"
"SERPINB4","Serpinb3b"
"SERPINB4","Serpinb3c"
"SNORA65","Snora65"
"CSE1L","Cse1l"
"SNORA5C","Snora5c"
"HRCT1","Hrct1"
"CATIP","Catip"
"PKD1L1","Pkd1l1"
"LUC7L3","Luc7l3"
"HOXB1","Hoxb1"
"GSN","Gsn"
"SNORD86","Gm23187"
"SOWAHB","Sowahb"
"CRP","Crp"
"NDUFA8","Ndufa8"
"DNM1","Dnm1"
"NKX6-2","Nkx6-2"
"KMO","Kmo"
"MRPL50","Mrpl50"
"BSPH1","Bsph1"
"IL36A","Il1f6"
"CYB5D2","Cyb5d2"
"POLR2L","Polr2l"
"ITGB6","Itgb6"
"OR5T3","Olfr1093"
"OR5T3","Olfr1094"
"OR5T3","Olfr1102"
"PHF23","Phf23"
"FAM210B","Fam210b"
"SPAG9","Spag9"
"NRARP","Nrarp"
"CD72","Cd72"
"APPL2","Appl2"
"PRAMEF9","Pramel33"
"PRAMEF9","Pramel34"
"PRAMEF9","Pramel35"
"PRAMEF9","Pramel36"
"PRAMEF9","Pramel37"
"PRAMEF9","Gm6351"
"PRAMEF9","Pramel38"
"PRAMEF9","Pramel39"
"PRAMEF9","Pramel40"
"PRAMEF9","AA792892"
"PRAMEF9","Pramel41"
"PRAMEF9","Pramel42"
"PRAMEF9","Pramel43"
"PRAMEF9","Pramel44"
"PRAMEF9","Gm6205"
"PRAMEF9","Gm3183"
"PRAMEF9","Gm6367"
"PRAMEF9","Pramel45"
"PRAMEF9","Gm16513"
"PRAMEF9","Pramel46"
"PRAMEF9","Pramel47"
"PRAMEF9","Pramel48"
"PRAMEF9","Gm3286"
"PRAMEF9","Pramel49"
"PRAMEF9","Pramel50"
"PRAMEF9","Gm7982"
"PRAMEF9","E330014E10Rik"
"PRAMEF9","Pramel7"
"PRAMEF9","Pramel6"
"HERC2","Herc2"
"CCL3L3","Ccl3"
"CCL3L1","Ccl3"
"TSTD1","Tstd1"
"CACNG5","Cacng5"
"ZNF281","Zfp281"
"SLC35C1","Slc35c1"
"ALOX12","Alox12"
"ABCA6","Abca6"
"CCIN","Ccin"
"ARRB2","Arrb2"
"NUDT19","Nudt19"
"GOLGA8G","Golga2"
"TMEM127","Tmem127"
"PRR29","Prr29"
"GNAS","Gnas"
"ADA","Ada"
"TTPA","Ttpa"
"TMEM67","Tmem67"
"COQ7","Coq7"
"BOLA3","Bola3"
"PLEKHA1","Plekha1"
"UCP2","Ucp2"
"ANKFN1","Ankfn1"
"MUC17","Muc3"
"SLC41A2","Slc41a2"
"GAPVD1","Gapvd1"
"C2orf68","0610030E20Rik"
"BPTF","Bptf"
"MMP17","Mmp17"
"ZP3","Zp3"
"SPDYE11","Spdye4b"
"SPDYE11","Spdye4a"
"MRGPRX4","Mrgpra6"
"MRGPRX4","Mrgpra9"
"MRGPRX4","Mrgpra1"
"MRGPRX4","Mrgpra2a"
"MRGPRX4","Mrgpra2b"
"MRGPRX4","Mrgpra3"
"MRGPRX4","Mrgpra4"
"MRGPRX4","Mrgprx1"
"MRGPRX4","Mrgprb5"
"MRGPRX4","Mrgprb4"
"MRGPRX4","Mrgprb8"
"MRGPRX4","Mrgprb1"
"MRGPRX4","Mrgprx2"
"MRGPRX4","Mrgprb2"
"MRGPRX4","Mrgprb3"
"VILL","Vill"
"OR11A1","Olfr96"
"KCTD11","Kctd11"
"SNORD110","Snord110"
"DYNC1I1","Dync1i1"
"FBN1","Fbn1"
"POLM","Polm"
"CPSF4L","Cpsf4l"
"KIZ","Kiz"
"ARL14EP","Arl14ep"
"TNKS1BP1","Tnks1bp1"
"MINDY2","Mindy2"
"API5","Api5"
"RELCH","Relch"
"RNU6-221P","Gm25898"
"RBPJL","Rbpjl"
"FMNL2","Fmnl2"
"ALKBH8","Alkbh8"
"RNU6-1276P","Gm22929"
"CTDSP1","Ctdsp1"
"TUG1","Tug1"
"DBNL","Dbnl"
"CRLS1","Crls1"
"NUMA1","Numa1"
"TAL2","Tal2"
"ARMC7","Armc7"
"PCDH7","Pcdh7"
"DPH1","Dph1"
"CSTF1","Cstf1"
"YES1","Yes1"
"ENTPD2","Entpd2"
"NPHP1","Nphp1"
"HLF","Hlf"
"SEC61G","Sec61g"
"AZGP1","Azgp1"
"SCG3","Scg3"
"SPINT1","Spint1"
"OAT","Oat"
"DISP1","Disp1"
"IKZF5","Ikzf5"
"LIG1","Lig1"
"BPNT2","Bpnt2"
"ASPH","Asph"
"MAMDC4","Mamdc4"
"RNU6-977P","Gm22572"
"SNORA31","Gm24165"
"NOMO3","Nomo1"
"TCP11L1","Tcp11l1"
"GARNL3","Garnl3"
"PHETA1","Pheta1"
"GOLGA4","Golga4"
"ITGAV","Itgav"
"LARP1","Larp1"
"PYGO1","Pygo1"
"OR1P1","Olfr404-ps1"
"OR1P1","Olfr406"
"OR1P1","Olfr59"
"OR1P1","Olfr409-ps1"
"OAS2","Oas2"
"RASA4","Rasa4"
"LDLRAD3","Ldlrad3"
"MUC5AC","Muc5ac"
"TANC1","Tanc1"
"BMF","Bmf"
"IL6","Il6"
"RNF20","Rnf20"
"SNORD56B","Gm23650"
"COQ2","Coq2"
"DES","Des"
"MELK","Melk"
"ZSCAN18","Zscan18"
"FNDC4","Fndc4"
"CYP3A5","Cyp3a13"
"WDR38","Wdr38"
"TMEM141","Tmem141"
"RP1","Rp1"
"TACC2","Tacc2"
"MYO5A","Myo5a"
"CDHR5","Cdhr5"
"PRAP1","Prap1"
"GRHPR","Grhpr"
"SCNN1G","Scnn1g"
"OR5W2","Olfr1135"
"OR5W2","Olfr1136"
"OR5W2","Olfr1137"
"OR5W2","Olfr1138"
"OR5W2","Olfr1140"
"OR5W2","Olfr1141"
"OR5W2","Olfr1152"
"OR5W2","Olfr1153"
"RNU6-319P","Gm23275"
"MACROD2","Macrod2"
"OSGIN2","Osgin2"
"DNLZ","Dnlz"
"EGFL7","Egfl7"
"GASK1A","Gask1a"
"KRTAP4-9","Gm45618"
"KRTAP4-9","Krtap5-2"
"KRTAP4-9","Gm40460"
"KRTAP4-9","Gm4559"
"KRTAP4-2","Gm45618"
"KRTAP4-2","Krtap5-2"
"KRTAP4-2","Gm40460"
"KRTAP4-2","Gm4559"
"LFNG","Lfng"
"OR1J4","Olfr350"
"FAM161A","Fam161a"
"RHOG","Rhog"
"SLC4A10","Slc4a10"
"MRPL1","Mrpl1"
"ZBTB45","Zbtb45"
"KCNK15","Kcnk15"
"KIF21B","Kif21b"
"ACSM3","Acsm3"
"INPP5E","Inpp5e"
"MAVS","Mavs"
"DLG4","Dlg4"
"HSPB1","Hspb1"
"NIPSNAP2","Nipsnap2"
"RGS21","Rgs21"
"PNPO","Pnpo"
"PTGDS","Ptgds"
"EFHD2","Efhd2"
"RNU2-48P","Gm24623"
"TRIM56","Trim56"
"IL11RA","Il11ra1"
"IL11RA","Gm13305"
"IL11RA","Il11ra2"
"NEK6","Nek6"
"CLRN3","Clrn3"
"TRIM14","Trim14"
"ONECUT1","Onecut1"
"MMP3","Mmp3"
"TBRG4","Tbrg4"
"SS18L2","Ss18l2"
"PLA2R1","Pla2r1"
"ADRA1D","Adra1d"
"TGM3","Tgm3"
"RUSC2","Rusc2"
"FIS1","Fis1"
"CD79B","Cd79b"
"MRPL41","Mrpl41"
"SPDYE8","Spdye4b"
"SPDYE8","Spdye4a"
"SBNO1","Sbno1"
"GCKR","Gckr"
"PAFAH1B1","Pafah1b1"
"OR52K2","Olfr552"
"GLIPR2","Glipr2"
"ZZEF1","Zzef1"
"CNOT6L","Cnot6l"
"SEC22C","Sec22c"
"GNA11","Gna11"
"SNORA71C","Gm24411"
"SNORA71C","Gm23925"
"SMURF2","Smurf2"
"FOXI2","Foxi2"
"CALY","Caly"
"JRKL","Jrkl"
"COA4","Coa4"
"VAMP8","Vamp8"
"LCN6","Lcn6"
"KSR2","Ksr2"
"LRRC55","Lrrc55"
"BPI","Bpi"
"TTC17","Ttc17"
"RGS20","Rgs20"
"MRC2","Mrc2"
"LZTFL1","Lztfl1"
"RTF2","Rtf2"
"ETV2","Etv2"
"SNORA60","Gm25129"
"C17orf80","D11Wsu47e"
"GAPDHS","Gapdhs"
"PLEKHA3","Plekha3"
"GRIN2C","Grin2c"
"SNORD57","Snord57"
"SLC23A3","Slc23a3"
"GNB5","Gnb5"
"MED13L","Med13l"
"DTWD1","Dtwd1"
"CD302","Cd302"
"COBL","Cobl"
"RNASEK","Gm21988"
"RNASEK","Rnasek"
"SLC16A11","Slc16a11"
"NDUFB6","Ndufb6"
"SMIM26","Smim26"
"ENTPD6","Entpd6"
"MDH2","Mdh2"
"GAL3ST4","Gal3st4"
"HOXA7","Hoxa7"
"SLC5A11","Slc5a11"
"MSANTD4","Msantd4"
"GRIN3A","Grin3a"
"MIR675","Mir675"
"NOTCH1","Notch1"
"PRR11","Prr11"
"SPAAR","Spaar"
"PPP3R1","Ppp3r1"
"SPINT3","Spint3"
"GIGYF1","Gigyf1"
"GALNT5","Galnt5"
"ANO5","Ano5"
"RNU6-494P","Gm26327"
"RNU6-756P","Gm23975"
"WWP1","Wwp1"
"CTCFL","Ctcfl"
"KBTBD3","Kbtbd3"
"CD40","Cd40"
"SAMD14","Samd14"
"NFYB","Nfyb"
"EXOSC2","Exosc2"
"CCL4","Ccl4"
"SPATA2","Spata2"
"KRTAP9-3","Gm45618"
"KRTAP9-3","Krtap5-2"
"KRTAP9-3","Gm40460"
"KRTAP9-3","Gm4559"
"CCDC107","Ccdc107"
"SDS","Sds"
"ENOPH1","Enoph1"
"SCPEP1","Scpep1"
"MRPL23","Mrpl23"
"TMEM17","Tmem17"
"BCL2","Bcl2"
"PAMR1","Pamr1"
"PSMB6","Psmb6"
"NAA25","Naa25"
"CRY2","Cry2"
"SLC4A3","Slc4a3"
"CD59","Cd59b"
"CD59","Cd59a"
"GFRA4","Gfra4"
"STBD1","Stbd1"
"JPT1","Jpt1"
"COPZ2","Copz2"
"DENND1B","Dennd1b"
"DTHD1","Dthd1"
"MAP2K6","Map2k6"
"TBX5","Tbx5"
"TRIM68","Trim68"
"SIT1","Sit1"
"MASTL","Mastl"
"QSER1","Qser1"
"RAMP3","Ramp3"
"TOMM40L","Tomm40l"
"RAD54B","Rad54b"
"ATP9A","Atp9a"
"CYP2W1","Cyp2w1"
"POU2F2","Pou2f2"
"DCAF10","Dcaf10"
"AASDHPPT","Aasdhppt"
"CCR1","Ccr1"
"CCR1","Ccr1l1"
"WTIP","Wtip"
"SERPINB8","Serpinb8"
"SMTNL1","Smtnl1"
"POM121L12","Pom121l12"
"FIBCD1","Fibcd1"
"CUEDC1","Cuedc1"
"PRAMEF5","Pramel33"
"PRAMEF5","Pramel34"
"PRAMEF5","Pramel35"
"PRAMEF5","Pramel36"
"PRAMEF5","Pramel37"
"PRAMEF5","Gm6351"
"PRAMEF5","Pramel38"
"PRAMEF5","Pramel39"
"PRAMEF5","Pramel40"
"PRAMEF5","AA792892"
"PRAMEF5","Pramel41"
"PRAMEF5","Pramel42"
"PRAMEF5","Pramel43"
"PRAMEF5","Pramel44"
"PRAMEF5","Gm6205"
"PRAMEF5","Gm3183"
"PRAMEF5","Gm6367"
"PRAMEF5","Pramel45"
"PRAMEF5","Gm16513"
"PRAMEF5","Pramel46"
"PRAMEF5","Pramel47"
"PRAMEF5","Pramel48"
"PRAMEF5","Gm3286"
"PRAMEF5","Pramel49"
"PRAMEF5","Pramel50"
"PRAMEF5","Gm7982"
"PRAMEF5","E330014E10Rik"
"PRAMEF5","Pramel7"
"PRAMEF5","Pramel6"
"UBOX5","Ubox5"
"OR13C5","Olfr271-ps1"
"PDGFA","Pdgfa"
"TMEM145","Tmem145"
"OR8J3","Olfr1045"
"OLFML2A","Olfml2a"
"LMO2","Lmo2"
"ELFN1","Elfn1"
"ACCS","Accs"
"TMEM87B","Tmem87b"
"CYP3A4","Cyp3a13"
"EID1","Eid1"
"PFDN4","Pfdn4"
"CABP5","Cabp5"
"BAAT","Baat"
"SNORA54","Gm23297"
"FERMT1","Fermt1"
"MARCO","Marco"
"TOR4A","Tor4a"
"OR8H2","Olfr1096"
"OR8H2","Olfr1097"
"OR8H2","Olfr1098"
"OR8H2","Olfr1099"
"OR8H2","Olfr1100"
"TGM4","Tgm4"
"HMG20B","Hmg20b"
"BABAM2","Babam2"
"FAM114A2","Fam114a2"
"ZNHIT1","Znhit1"
"P2RX1","P2rx1"
"FGF5","Fgf5"
"SLC40A1","Slc40a1"
"GOLGA8J","Golga2"
"NOXA1","Noxa1"
"TNNT3","Tnnt3"
"C19orf12","1600014C10Rik"
"RAB27A","Rab27a"
"FBXO48","Fbxo48"
"ZMAT5","Zmat5"
"HOXB7","Hoxb7"
"DNAAF5","Dnaaf5"
"UBE2K","Ube2k"
"CACNA1B","Cacna1b"
"DCUN1D3","Dcun1d3"
"ZBED9","Zbed5"
"FKBP7","Fkbp7"
"GRB10","Grb10"
"RNU1-34P","Gm22456"
"SLC6A5","Slc6a5"
"EIF5AL1","Eif5a"
"C12orf65","2810006K23Rik"
"ICA1","Ica1"
"SCAI","Scai"
"RBM43","Rbm43"
"CARS1","Cars"
"RARS2","Rars2"
"EDRF1","Edrf1"
"TRPV1","Trpv1"
"KIF24","Kif24"
"PRAMEF7","Pramel33"
"PRAMEF7","Pramel34"
"PRAMEF7","Pramel35"
"PRAMEF7","Pramel36"
"PRAMEF7","Pramel37"
"PRAMEF7","Gm6351"
"PRAMEF7","Pramel38"
"PRAMEF7","Pramel39"
"PRAMEF7","Pramel40"
"PRAMEF7","AA792892"
"PRAMEF7","Pramel41"
"PRAMEF7","Pramel42"
"PRAMEF7","Pramel43"
"PRAMEF7","Pramel44"
"PRAMEF7","Gm6205"
"PRAMEF7","Gm3183"
"PRAMEF7","Gm6367"
"PRAMEF7","Pramel45"
"PRAMEF7","Gm16513"
"PRAMEF7","Pramel46"
"PRAMEF7","Pramel47"
"PRAMEF7","Pramel48"
"PRAMEF7","Gm3286"
"PRAMEF7","Pramel49"
"PRAMEF7","Pramel50"
"PRAMEF7","Gm7982"
"PRAMEF7","E330014E10Rik"
"PRAMEF7","Pramel7"
"PRAMEF7","Pramel6"
"NR4A2","Nr4a2"
"PDGFD","Pdgfd"
"HELQ","Helq"
"PHOX2B","Phox2b"
"CD300LF","Cd300ld"
"CD300LF","Cd300ld2"
"CD300LF","Cd300ld4"
"CD300LF","Cd300ld5"
"CD300LF","Cd300ld3"
"CD300LF","Cd300lf"
"COX6B1","Cox6b1"
"FAM98B","Fam98b"
"DTX2","Dtx2"
"TH","Th"
"MRPS18C","Mrps18c"
"INS","Ins2"
"VPS54","Vps54"
"MRGPRX3","Mrgpra6"
"MRGPRX3","Mrgpra9"
"MRGPRX3","Mrgpra1"
"MRGPRX3","Mrgpra2a"
"MRGPRX3","Mrgpra2b"
"MRGPRX3","Mrgpra3"
"MRGPRX3","Mrgpra4"
"MRGPRX3","Mrgprx1"
"MRGPRX3","Mrgprb5"
"MRGPRX3","Mrgprb4"
"MRGPRX3","Mrgprb8"
"MRGPRX3","Mrgprb1"
"MRGPRX3","Mrgprx2"
"MRGPRX3","Mrgprb2"
"MRGPRX3","Mrgprb3"
"BRAP","Brap"
"OR4F17","Olfr1289"
"OR4F17","Olfr1291-ps1"
"OR4F17","Olfr1293-ps"
"TOPAZ1","Topaz1"
"PLD2","Pld2"
"OR1B1","Olfr362"
"RNF208","Rnf208"
"MTG1","Mtg1"
"IL36B","Il1f8"
"MIR10A","Mir10a"
"EOMES","Eomes"
"ERVFRD-1","Syna"
"CLUH","Cluh"
"NAV2","Nav2"
"RPL35","Rpl35"
"SDCBP2","Sdcbp2"
"NDUFAF5","Ndufaf5"
"NUDCD3","Nudcd3"
"TACO1","Taco1"
"BAG1","Bag1"
"LAMC3","Lamc3"
"EBF3","Ebf3"
"RGS7","Rgs7"
"DYNC2H1","Dync2h1"
"SPATA48","Spata48"
"TP53TG5","Trp53tg5"
"SPRN","Sprn"
"CRYM","Crym"
"TM4SF5","Tm4sf5"
"E2F8","E2f8"
"MIR876","Mir876"
"KCTD2","Kctd2"
"ABO","Abo"
"TOMM34","Tomm34"
"AK1","Ak1"
"RBMS1","Rbms1"
"CGREF1","Cgref1"
"GNA15","Gna15"
"PSMF1","Psmf1"
"TTC21A","Ttc21a"
"RNF225","Rnf225"
"CCDC182","Ccdc182"
"ANKAR","Ankar"
"PSMB7","Psmb7"
"EIF3M","Eif3m"
"TMEM239","Tmem239"
"MIR339","Mir339"
"PSMD12","Psmd12"
"JAKMIP3","Jakmip3"
"NIPA2","Nipa2"
"FKBP1C","Fkbp1a"
"UPK1A","Upk1a"
"MYL7","Myl7"
"GOLGA8Q","Golga2"
"POLR3E","Polr3e"
"UPP2","Upp2"
"ABCA9","Abca9"
"NXPH3","Nxph3"
"BRSK2","Brsk2"
"OR8K1","Olfr1046"
"NOS1","Nos1"
"FNBP1","Fnbp1"
"TDRD12","Tdrd12"
"CTXN2","Ctxn2"
"PPP1CC","Ppp1cc"
"TRAF1","Traf1"
"SPDYE5","Spdye4b"
"SPDYE5","Spdye4a"
"LAMTOR1","Lamtor1"
"LEO1","Leo1"
"DUSP8","Dusp8"
"PCSK2","Pcsk2"
"METTL9","Mettl9"
"LARS2","Lars2"
"KLHL40","Klhl40"
"RNF216","Rnf216"
"RPLP2","Rplp2"
"RMDN3","Rmdn3"
"MAL","Mal"
"SPDYE16","Spdye4b"
"SPDYE16","Spdye4a"
"CREB3","Creb3"
"SYCE1","Syce1"
"CELF5","Celf5"
"CASD1","Casd1"
"CHRNA10","Chrna10"
"RNU6-1229P","Gm22302"
"FAM221B","Fam221b"
"AP4M1","Ap4m1"
"CLTC","Cltc"
"YME1L1","Yme1l1"
"ZRANB1","Zranb1"
"GM2A","Gm2a"
"BUB3","Bub3"
"ARL5A","Arl5a"
"SLC2A4","Slc2a4"
"BDNF","Bdnf"
"CERKL","Cerkl"
"TLE2","Tle2"
"LRRC4C","Lrrc4c"
"CXCL16","Cxcl16"
"DHCR7","Dhcr7"
"MIR181B1","Mir181b-1"
"PPP2R2D","Ppp2r2d"
"CASP1","Casp1"
"LPIN3","Lpin3"
"WBP1","Wbp1"
"PRMT3","Prmt3"
"NOL11","Nol11"
"MIR873","Mir873b"
"PRG3","Prg3"
"CSTL1","Cstl1"
"TALDO1","Taldo1"
"BFSP1","Bfsp1"
"IL4R","Il4ra"
"SGCA","Sgca"
"TNFAIP6","Tnfaip6"
"FN1","Fn1"
"EXOSC7","Exosc7"
"RILPL1","Rilpl1"
"RPS5","Rps5"
"MYD88","Myd88"
"CIC","Cic"
"RBM38","Rbm38"
"PES1","Pes1"
"ZNF324B","Zfp324"
"ARPC2","Arpc2"
"PIGN","Pign"
"HSPA12B","Hspa12b"
"KRTAP5-8","Gm39115"
"KRTAP5-8","Gm45337"
"KRTAP5-8","Gm7579"
"TOB1","Tob1"
"MAPK6","Mapk6"
"SNORA22C","Gm23245"
"ANP32B","Anp32b"
"PAPOLB","Papolb"
"GPR146","Gpr146"
"IL21R","Il21r"
"CACNG3","Cacng3"
"PDYN","Pdyn"
"CD93","Cd93"
"OPN3","Opn3"
"SLC30A4","Slc30a4"
"PLCB1","Plcb1"
"GOLGA8S","Golga2"
"HINT2","Hint2"
"GRIA4","Gria4"
"PECR","Pecr"
"LYPLA1","Lypla1"
"BTBD16","Btbd16"
"CCDC141","Ccdc141"
"DHRS11","Dhrs11"
"CRYBA2","Cryba2"
"NUPR2","Nupr1l"
"STEAP3","Steap3"
"SMTNL2","Smtnl2"
"TAX1BP3","Tax1bp3"
"SELENOH","Selenoh"
"HORMAD2","Hormad2"
"RFC5","Rfc5"
"CCDC117","Ccdc117"
"NUDT1","Nudt1"
"OR5G3","Olfr996"
"OR5G3","Olfr998"
"OR5G3","Olfr1000"
"OR5G3","Olfr1001-ps1"
"CWF19L2","Cwf19l2"
"LYAR","Lyar"
"DDX42","Ddx42"
"PDE2A","Gm45837"
"PDE2A","Pde2a"
"BCCIP","Bccip"
"PRAMEF1","Pramel33"
"PRAMEF1","Pramel34"
"PRAMEF1","Pramel35"
"PRAMEF1","Pramel36"
"PRAMEF1","Pramel37"
"PRAMEF1","Gm6351"
"PRAMEF1","Pramel38"
"PRAMEF1","Pramel39"
"PRAMEF1","Pramel40"
"PRAMEF1","AA792892"
"PRAMEF1","Pramel41"
"PRAMEF1","Pramel42"
"PRAMEF1","Pramel43"
"PRAMEF1","Pramel44"
"PRAMEF1","Gm6205"
"PRAMEF1","Gm3183"
"PRAMEF1","Gm6367"
"PRAMEF1","Pramel45"
"PRAMEF1","Gm16513"
"PRAMEF1","Pramel46"
"PRAMEF1","Pramel47"
"PRAMEF1","Pramel48"
"PRAMEF1","Gm3286"
"PRAMEF1","Pramel49"
"PRAMEF1","Pramel50"
"PRAMEF1","Gm7982"
"PRAMEF1","E330014E10Rik"
"PRAMEF1","Pramel7"
"PRAMEF1","Pramel6"
"RABGAP1","Rabgap1"
"IQCD","Iqcd"
"CHRM5","Chrm5"
"SNRK","Snrk"
"AMZ2","Amz2"
"NEURL4","Neurl4"
"RNF111","Rnf111"
"OR4F5","Olfr1289"
"OR4F5","Olfr1291-ps1"
"OR4F5","Olfr1293-ps"
"VPS18","Vps18"
"QSOX2","Qsox2"
"TRPV3","Trpv3"
"ZFAND2B","Zfand2b"
"OR51S1","Olfr571"
"AVP","Avp"
"RNU6-374P","Gm22733"
"RNU6-661P","Gm22019"
"VKORC1L1","Vkorc1l1"
"NDUFAF6","Ndufaf6"
"ZNF513","Zfp513"
"EPHB4","Ephb4"
"GLT6D1","Glt6d1"
"GMCL1","Gmcl1"
